"Reactome Pathway Term","Adjusted P-Value (limma)","Size (limma)","Leading Edge (limma)","Adjusted P-Value (DESeq2)","Size (DESeq2)","Leading Edge (DESeq2)"
"Class A/1 (Rhodopsin-like receptors)","2.060e-04","99","C3ar1, Ccl12, Ccl5, Chrm2, Chrm3, Cmklr1, Cxcl1, Cxcl10, Cxcl2, Cxcr2, Edn1, Ffar2, Galr3, Gnrh1, Gper1, Gpr132, Gpr183, Gpr4, Gpr68, Hcar2, Htr6, Kiss1r, Npy4r, Oprd1, P2ry1, Ptafr, Ptger1, S1pr1, S1pr2, S1pr4, Taar1","1.862e-04","148","Ackr4, Adrb1, Adrb3, Bdkrb1, C3ar1, C5ar2, Cck, Cckar, Ccl12, Ccl28, Ccl3, Ccl4, Ccl5, Ccl6, Ccl7, Ccr3, Chrm2, Chrm3, Cmklr1, Cnr1, Cort, Cxcl1, Cxcl10, Cxcl2, Cxcl5, Cxcr2, Cxcr3, Ece1, Edn1, Edn3, Ednra, Ffar2, Ffar3, Galr3, Gnrh1, Gper1, Gphb5, Gpr132, Gpr18, Gpr183, Gpr4, Gpr65, Gpr68, Hcar1, Hcar2, Hcrtr1, Htr1d, Htr6, Htr7, Kiss1r, Lpar6, Nln, Nmb, Nms, Nmu, Nmur1, Nps, Npy1r, Npy4r, Opn1sw, Oprd1, Oxt, P2ry1, Plppr3, Pomc, Prok1, Ptafr, Ptger1, Ptgir, Rln3, Rrh, Rxfp4, S1pr1, S1pr2, S1pr4, S1pr5, Sstr3, Taar1, Tacr1, Xcl1"
"Intracellular signaling by second messengers","3.122e-04","215","Akt1s1, Areg, Btc, Calm1, Calm2, Calm3, Cbx4, Cdkn1a, Cdkn1b, Chd4, Creb1, Csnk2b, Egfr, Ereg, Foxo3, Foxo4, Frs2, Gatad2a, Grb2, Grk2, Hbegf, Ier3, Il33, Irak1, Irs2, Lamtor2, Lamtor3, Mtor, Nr4a1, Nrg1, Pdpk1, Phc2, Phc3, Pik3ca, Pik3cb, Pip4k2c, Pip5k1a, Pip5k1c, Pml, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r5b, Prkaca, Prkar1a, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Rac1, Rbbp4, Rbbp7, Rhog, Tnks, Trib3, Ubc, Usp7","1.277e-04","227","Akt1, Akt1s1, Akt3, Areg, Bmi1, Btc, Calm1, Calm2, Calm3, Cbx4, Cdkn1a, Cdkn1b, Chd4, Creb1, Csnk2b, Egfr, Erbb3, Ereg, Esr1, Fgfr1, Flt3l, Foxo3, Foxo4, Frs2, Gab1, Gatad2a, Grb2, Grk2, Hbegf, Hdac2, Ier3, Il33, Irak1, Irs1, Irs2, Lamtor2, Lamtor3, Mapk3, Mbd3, Mtor, Nr4a1, Nrg1, Pdgfra, Pdpk1, Phc2, Phc3, Phlpp2, Pik3ca, Pik3cb, Pip4k2b, Pip4k2c, Pip5k1a, Pip5k1b, Pml, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r5b, Prkaca, Prkacb, Prkar1a, Psma1, Psma3, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd1, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psmd9, Psme1, Psme2b, Psme3, Ptpn11, Rac1, Rbbp4, Rbbp7, Rheb, Rhog, Rragc, Src, Tgfa, Tnks, Tnks2, Trib3, Ubc, Usp7"
"Extra-nuclear estrogen signaling","9.181e-05","57","Areg, Btc, Calm1, Calm2, Calm3, Cav1, Cav2, Cdkn1b, Creb1, Egfr, Ereg, Foxo3, Gnai2, Gnai3, Gnb1, Gnb2, Gng10, Hbegf, Hras, Hsp90aa1, Kras, Pdpk1, Pik3ca, Prmt1, Shc1, Sphk1, Xpo1, Zdhhc7","6.897e-04","60","Areg, Btc, Calm1, Calm2, Calm3, Cav1, Cav2, Cdkn1b, Egfr, Ereg, Foxo3, Gnai2, Gnai3, Gnb1, Gnb2, Gng10, Hbegf, Hras, Kras, Mmp2, Pdpk1, Pik3ca, Prmt1, Shc1, Sphk1, Tgfa, Xpo1, Zdhhc7"
"Regulation of PTEN stability and activity","3.777e-04","60","Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Tnks, Ubc","1.309e-04","61","Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd8, Psme2b, Psme3, Tnks, Ubc"
"Axon guidance","6.763e-04","208","Abl1, Actg1, Actr2, Ap2a1, Ap2m1, Ap2s1, Aph1a, Arhgef7, Arpc1a, Arpc1b, Arpc2, Arpc3, Cltc, Col3a1, Col5a1, Creb1, Csnk2b, Dag1, Dok4, Efna1, Efna5, Efnb2, Egfr, Enah, Epha1, Ephb2, Ephb4, Ezr, Frs2, Git1, Gpc1, Grb2, Hras, Hsp90aa1, Hsp90ab1, Irs2, Itga5, Itgb1, Kras, Map2k2, Msn, Nck2, Pak2, Pfn1, Pik3ca, Pik3cb, Pip5k1c, Plxna1, Plxna2, Prkaca, Psenen, Rac1, Rhoa, Rhob, Rock1, Rock2, Rras, Sdcbp, Sema3e, Sema4d, Shc1, Sptbn2, Tln1, Trio, Tuba1a, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb4b, Tubb6, Ubc, Usp33, Vasp, Yes1","6.180e-05","219","Abl1, Actg1, Actr2, Actr3, Ap2a1, Ap2m1, Ap2s1, Aph1a, Arhgef7, Arpc1a, Arpc1b, Arpc2, Arpc3, Cdc42, Cltc, Col3a1, Col4a1, Col4a2, Col5a1, Col6a1, Col6a2, Csnk2b, Dag1, Dok1, Dok4, Dpysl2, Efna1, Efna5, Efnb1, Efnb2, Egfr, Enah, Epha1, Epha2, Ephb2, Ephb3, Ephb4, Ezr, Fgfr1, Frs2, Git1, Gpc1, Grb2, Gsk3b, Hras, Hsp90ab1, Irs2, Itga5, Itgb1, Kif4, Kras, Map2k1, Map2k2, Mapk3, Mmp2, Msn, Nck2, Ncstn, Ngef, Pak2, Pfn1, Pik3ca, Pik3cb, Plxna1, Plxna2, Prkaca, Psenen, Ptpn11, Rac1, Rhoa, Rhob, Rock1, Rock2, Rras, Sdcbp, Sema3e, Sema4a, Sema4d, Sema7a, Shc1, Sos1, Sptbn1, Sptbn2, Src, Tln1, Trio, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb3, Tubb4b, Tubb6, Ubc, Vasp"
"Golgi-to-ER retrograde transport","1.990e-04","112","Arcn1, Arf1, Arf4, Arf5, Arfgap2, Arfgap3, Capzb, Copa, Copb1, Copb2, Cope, Dctn3, Dctn6, Dync1li1, Dync1li2, Dynll2, Galnt2, Kdelr2, Kif13b, Kif18b, Kif20a, Kif2c, Napa, Pafah1b1, Pafah1b2, Pafah1b3, Pla2g4a, Rab18, Rab1a, Rab1b, Rab6a, Racgap1, Tmed2, Tmed7, Tmed9, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb4b, Tubb6, Use1","2.861e-04","114","Actr10, Arcn1, Arf1, Arf5, Arfgap2, Arfgap3, Capzb, Copa, Cope, Copz1, Dctn3, Dctn6, Dync1li2, Dynll2, Galnt2, Kdelr1, Kdelr2, Kif13b, Kif18b, Kif1c, Kif20a, Kif21a, Kif22, Kif2c, Klc3, Pafah1b1, Pafah1b2, Pafah1b3, Pla2g4a, Rab18, Rab1a, Rab1b, Rab6a, Racgap1, Tmed2, Tmed7, Tmed9, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb3, Tubb4b, Tubb6, Use1"
"Transcriptional regulation by RUNX1","5.237e-04","116","Abl1, Arid1b, Bmi1, Cbx4, Ccnd2, Ccnd3, Cdk6, Cdk7, Csnk2b, Ctsl, Elf1, Elf2, H3f3a, H3f3b, Phc2, Phc3, Pml, Prmt1, Psma1, Psma4, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb9, Psmc1, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme3, Ptpn11, Sin3b, Smarca4, Smarce1, Ubc","1.227e-04","117","Abl1, Arid1a, Bmi1, Cbx4, Ccnd3, Cdk7, Ctsl, Elf1, Esr1, Gata3, H3f3a, H3f3b, Phc2, Pml, Prmt1, Psma1, Psma3, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd1, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Ptpn11, Sin3b, Smarca4, Smarce1, Ubc, Zfpm1"
"Orc1 removal from chromatin","2.443e-03","63","Ccna2, Cdk2, Mcm6, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Ubc","2.341e-05","63","Ccna2, Mcm6, Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd8, Psme2b, Psme3, Ubc"
"Cross-presentation of soluble exogenous antigens (endosomes)","1.261e-03","44","Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3","4.448e-05","45","Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd8, Psme2b, Psme3"
"Interleukin-1 signaling","1.445e-03","94","N4bp1, Nfkb1, Nfkb2, Nfkbib, Nkiras2, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Rela, Sqstm1, Tab2, Ubc, Ube2n, Usp14, Usp18","3.835e-05","94","App, Il1rn, N4bp1, Nfkb1, Nfkb2, Nfkbib, Nkiras2, Nlrc5, Nlrx1, Psma1, Psma3, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Rela, Sqstm1, Tab2, Tollip, Ubc, Ube2n, Usp14, Usp18"
"Senescence-Associated Secretory Phenotype (SASP)","1.312e-04","32","Anapc1, Anapc11, Anapc16, Anapc4, Anapc7, Ccna2, Cdc26, Cdc27, Cdk2, Cdk4, Cdk6, Cdkn1a, Cdkn1b, Cdkn2b, Cebpb, Ehmt2, Fzr1, Ubc, Ube2c, Ube2d1, Ube2s","6.574e-04","32","Anapc1, Anapc11, Anapc16, Anapc4, Anapc5, Anapc7, Ccna2, Cdc26, Cdc27, Cdk2, Cdk4, Cdk6, Cdkn1a, Cdkn1b, Cdkn2b, Cebpb, Ehmt2, Fzr1, Mapk3, Ubc, Ube2c, Ube2d1, Ube2s"
"Recycling pathway of L1","3.777e-04","28","Actg1, Ap2a1, Ap2a2, Ap2m1, Ap2s1, Cltc, Dpysl2, Ezr, Msn, Numb, Sh3gl2, Src, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb3, Tubb4b, Tubb6","2.380e-04","31","Actg1, Ap2a1, Ap2m1, Ap2s1, Cltc, Dpysl2, Ezr, Msn, Src, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb3, Tubb4b, Tubb6"
"Aggrephagy","2.246e-04","28","Arl13b, Cftr, Dync1li1, Dync1li2, Dynll2, Park7, Pcnt, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb4b, Tubb6, Ubc, Ube2n, Vim","4.138e-04","29","Arl13b, Dync1li2, Dynll2, Hdac6, Park7, Pcnt, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb3, Tubb4b, Tubb6, Ubc, Ube2n, Vim"
"Activation of NF-kappaB in B cells","3.757e-04","56","Nfkb1, Nfkbib, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Rela, Ubc","2.895e-04","56","Nfkb1, Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd8, Psme2b, Psme3, Rela, Ubc"
"TCF dependent signaling in response to WNT","1.115e-03","130","Axin1, Bcl9l, Cav1, Ctnnb1, Kremen1, Lrp5, Men1, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r5b, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Pygo2, Smarca4, Sox4, Tnks, Ubc, Xpo1","5.735e-05","133","Axin1, Bcl9l, Cav1, Ctnnb1, Frat2, Fzd1, Fzd4, Kremen1, Lrp5, Men1, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r5b, Psma1, Psma3, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Pygo2, Smarca4, Sox2, Sox4, Tle3, Tnks, Ubc, Xpo1, Ywhaz"
"Nervous system development","1.004e-03","209","Abl1, Actg1, Actr2, Ap2a1, Ap2m1, Ap2s1, Aph1a, Arhgef7, Arpc1a, Arpc1b, Arpc2, Arpc3, Cltc, Col3a1, Col5a1, Creb1, Csnk2b, Dag1, Dok4, Efna1, Efna5, Efnb2, Egfr, Enah, Epha1, Ephb2, Ephb4, Ezr, Frs2, Git1, Gpc1, Grb2, Hras, Hsp90aa1, Hsp90ab1, Irs2, Itga5, Itgb1, Kras, Map2k2, Msn, Nck2, Pak2, Pfn1, Pik3ca, Pik3cb, Pip5k1c, Plxna1, Plxna2, Prkaca, Psenen, Rac1, Rhoa, Rhob, Rock1, Rock2, Rras, Sdcbp, Sema3e, Sema4d, Shc1, Sptbn2, Tln1, Trio, Tuba1a, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb4b, Tubb6, Ubc, Usp33, Vasp, Yes1","6.727e-05","220","Abl1, Actg1, Actr2, Actr3, Ap2a1, Ap2m1, Ap2s1, Aph1a, Arhgef7, Arpc1a, Arpc1b, Arpc2, Arpc3, Cdc42, Cltc, Col3a1, Col4a1, Col4a2, Col5a1, Col6a1, Col6a2, Csnk2b, Dag1, Dok1, Dok4, Dpysl2, Efna1, Efna5, Efnb1, Efnb2, Egfr, Enah, Epha1, Epha2, Ephb2, Ephb3, Ephb4, Ezr, Fgfr1, Frs2, Git1, Gpc1, Grb2, Gsk3b, Hras, Hsp90ab1, Irs2, Itga5, Itgb1, Kif4, Kras, Map2k1, Map2k2, Mapk3, Mmp2, Msn, Nck2, Ncstn, Ngef, Pak2, Pfn1, Pik3ca, Pik3cb, Plxna1, Plxna2, Prkaca, Psenen, Ptpn11, Rac1, Rhoa, Rhob, Rock1, Rock2, Rras, Sdcbp, Sema3e, Sema4a, Sema4d, Sema7a, Shc1, Sos1, Sptbn1, Sptbn2, Src, Tln1, Trio, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb3, Tubb4b, Tubb6, Ubc, Vasp"
"Regulation of RAS by GAPs","2.324e-03","60","Dab2ip, Hras, Kras, Psma1, Psma4, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb9, Psmc1, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme3, Rasa2, Ubc","4.322e-05","61","Hras, Kras, Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd8, Psme2b, Psme3, Ubc"
"DNA Replication Pre-Initiation","7.905e-04","92","Anapc1, Anapc11, Anapc16, Anapc4, Anapc7, Cdc26, Cdc27, Cdk2, Fzr1, Gmnn, Kpnb1, Mcm6, Pole4, Psma1, Psma4, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb9, Psmc1, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme3, Ubc, Ube2c, Ube2d1, Ube2s","1.054e-04","92","Anapc1, Anapc11, Anapc16, Anapc5, Anapc7, Cdc26, Cdc27, Cdk2, Fzr1, Gmnn, Kpna1, Kpna6, Kpnb1, Mcm6, Psma1, Psma3, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd1, Psmd11, Psmd12, Psmd13, Psmd2, Psmd3, Psmd6, Psmd7, Psmd8, Psmd9, Psme1, Psme2b, Psme3, Ubc, Ube2c, Ube2d1, Ube2s"
"RUNX1 regulates transcription of genes involved in differentiation of HSCs","1.169e-03","57","Abl1, Cdk7, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Ubc","7.303e-05","57","Cdk7, Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd8, Psme2b, Psme3, Ubc"
"Transcriptional Regulation by TP53","5.535e-04","266","Bax, Ccna2, Ccnt2, Cdk2, Cdk7, Cdk9, Cdkn1a, Cdkn1b, Chd4, Cnot1, Cnot6, Cnot9, Cox14, Cox5a, Cox6a1, Cox6b1, Cox7a2l, Cox7c, Cox8a, Csnk2b, Ddit4, Dyrk2, Ehmt2, Ell, Elob, Gatad2a, Gls, Gpx2, Gsr, Gtf2f1, Gtf2f2, Hipk1, Kat5, Lamtor2, Lamtor3, Mtor, Nelfa, Nelfe, Npm1, Pdpk1, Pip4k2c, Pip4p1, Pml, Polr2e, Polr2f, Polr2h, Ppp1r13l, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Prdx1, Prdx2, Prdx5, Prkaa1, Rbbp4, Rbbp7, Sfn, Sgk1, Supt16, Supt4a, Supt5, Surf1, Taf1, Taf10, Taf11, Taf7, Tnks1bp1, Txn1, Ubc, Usp7, Ywhab, Ywhae, Ywhag, Ywhah, Ywhaq, Ywhaz","2.380e-04","271","Akt1, Akt3, Aurkb, Bax, Ccna2, Ccng1, Cdk2, Cdk7, Cdk9, Cdkn1b, Chd4, Chek1, Cnot6, Cnot9, Cox14, Cox4i1, Cox5a, Cox6a1, Cox6b1, Cox7a2l, Cox7b, Cox7c, Cox8a, Ddit4, Dyrk2, Ehmt2, Ell, Eloa, Elob, G6pdx, Gatad2a, Gls, Gpi1, Gpx2, Gsr, Gtf2f1, Hdac2, Hipk1, Ing2, Lamtor2, Lamtor3, Mtor, Nelfa, Nelfe, Npm1, Pdpk1, Pip4k2c, Pip4p1, Pml, Polr2e, Polr2g, Polr2h, Polr2i, Ppp1r13l, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Prdx1, Prdx2, Prdx5, Prkaa1, Rabggtb, Rad1, Rad9a, Rbbp4, Rbbp7, Rheb, Rmi1, Rmi2, Rragc, Sfn, Sgk1, Ssrp1, Stk11, Supt16, Supt5, Surf1, Taf1, Taf10, Taf11, Taf7, Tnks1bp1, Topbp1, Triap1, Trp53, Txn1, Ubc, Ywhab, Ywhae, Ywhag, Ywhah, Ywhaq, Ywhaz"
"Cell junction organization","7.987e-03","51","Actg1, Actn1, Cd151, Cdh13, Cdh17, Ctnna1, Ctnnb1, Ctnnd1, Dst, F11r, Itga6, Itgb1, Itgb4, Jup, Krt14, Krt5, Nectin1, Nectin2, Nectin3, Pard6b, Plec, Prkci, Pvr, Tesk1, Vasp","1.124e-05","52","Actg1, Actn1, Cd151, Cdh13, Cdh17, Col17a1, Ctnna1, Ctnnb1, Ctnnd1, Dst, F11r, Fblim1, Ilk, Itga6, Itgb1, Itgb4, Jup, Krt14, Krt5, Nectin1, Nectin2, Nectin3, Nectin4, Pard6b, Parva, Plec, Prkci, Tesk1, Vasp"
"Negative regulation of MAPK pathway","7.251e-04","38","Dusp10, Dusp5, Dusp6, Dusp7, Dusp9, Hras, Map2k2, Pebp1, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r5b, Ubc, Ywhab","2.651e-04","38","Dusp10, Dusp5, Dusp6, Dusp7, Dusp9, Hras, Kras, Map2k1, Map2k2, Mapk3, Pebp1, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r5b, Ubc, Ywhab"
"Cell-Cell communication","1.914e-02","64","Actg1, Actn1, Cd151, Cd47, Cdh13, Cdh17, Ctnna1, Ctnnb1, Ctnnd1, Dst, F11r, Grb2, Itga6, Itgb1, Itgb4, Jup, Krt14, Krt5, Nck2, Nectin1, Nectin2, Nectin3, Pard6b, Plec, Prkci, Ptk2b, Pvr, Sftpd, Tesk1, Vasp","1.017e-05","68","Actg1, Actn1, Cd151, Cd47, Cdh13, Cdh17, Col17a1, Ctnna1, Ctnnb1, Ctnnd1, Dst, F11r, Fblim1, Grb2, Ilk, Iqgap1, Itga6, Itgb1, Itgb4, Jup, Krt14, Krt5, Nck2, Nectin1, Nectin2, Nectin3, Nectin4, Pard6b, Parva, Plec, Prkci, Sftpd, Tesk1, Vasp"
"L1CAM interactions","1.270e-03","53","Actg1, Ap2a1, Ap2m1, Ap2s1, Cltc, Csnk2b, Egfr, Ezr, Itga5, Itgb1, Map2k2, Msn, Rac1, Sdcbp, Sptbn2, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb4b, Tubb6, Vav2","2.205e-04","56","Actg1, Ap2a1, Ap2a2, Ap2m1, Ap2s1, Cltc, Csnk2b, Dpysl2, Egfr, Ezr, Fgfr1, Itga5, Itgb1, Kif4, Map2k1, Map2k2, Mapk3, Msn, Rac1, Sdcbp, Sptbn1, Sptbn2, Src, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb3, Tubb4b, Tubb6, Vav2"
"Antigen Presentation: Folding, assembly and peptide loading of class I MHC","1.354e-03","26","B2m, Bcap31, Calr, Canx, H2-K1, H2-Q6, Hspa5, Pdia3, Sec23a, Sec24b, Tap1, Tap2, Tapbp","2.576e-04","28","B2m, Calr, H2-K1, H2-Q6, H2-Q7, H2-T23, Hspa5, Sec23a, Sec24b, Tap1, Tap2, Tapbp"
"TNFR2 non-canonical NF-kB pathway","3.858e-03","74","Ltbr, Nfkb2, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Relb, Tnfrsf12a, Tnfrsf1a, Tnfsf9, Ubc, Ube2m","7.503e-05","80","Ltbr, Nfkb2, Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd8, Psme2b, Psme3, Relb, Tnfrsf12a, Tnfrsf1a, Tnfsf9, Ubc, Ube2m"
"Hedgehog 'on' state","2.324e-03","71","Grk2, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Ptch1, Smurf1, Ubc","2.353e-04","72","Grk2, Psma1, Psma3, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Ptch1, Shh, Smo, Smurf1, Ubc"
"Interleukin-1 family signaling","3.843e-03","102","Il33, N4bp1, Nfkb1, Nfkb2, Nfkbib, Nkiras2, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Rela, Sqstm1, Tab2, Ubc, Ube2n, Usp14, Usp18","9.295e-05","103","App, Casp1, Il1rn, Il33, N4bp1, Nfkb1, Nfkb2, Nfkbib, Nkiras2, Nlrc5, Nlrx1, Psma1, Psma3, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Rela, Sqstm1, Tab2, Tollip, Ubc, Ube2n, Usp14, Usp18"
"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S","3.881e-04","25","Eif2s1, Eif3a, Eif3b, Eif3c, Eif3d, Eif3e, Eif3f, Eif3h, Eif3i, Eif3l, Eif4a1, Eif4b, Eif4e, Eif4ebp1, Eif4g1, Pabpc1","3.195e-03","25","Eif1ax, Eif2s1, Eif3a, Eif3b, Eif3c, Eif3d, Eif3e, Eif3f, Eif3h, Eif3i, Eif3l, Eif3m, Eif4a1, Eif4b, Eif4e, Eif4ebp1, Eif4g1, Eif4h, Pabpc1"
"Gap junction trafficking","5.842e-04","26","Actg1, Ap2m1, Cltb, Cltc, Gja1, Gjb1, Gjb4, Tuba1a, Tuba1c, Tubb2a, Tubb2b, Tubb4b, Tubb6","1.399e-03","30","Actg1, Ap2m1, Cltb, Gja1, Gjb1, Gjb4, Tuba1a, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb4b, Tubb6"
"RAF activation","7.450e-04","32","Calm1, Calm2, Calm3, Hras, Map2k2, Map3k11, Ppp1cb, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r5b, Ywhab","1.015e-03","33","Calm1, Calm2, Calm3, Hras, Kras, Map2k2, Map3k11, Ppp1cb, Ppp2ca, Ppp2cb, Ppp2r1b, Ppp2r5b, Ywhab"
